m,c
0.8429442326927267,0.4829112511527571
0.14593127913315754,0.4829112511527571
0.921003160116246,0.4829112511527571
-0.4510348076289476,0.4829112511527571
0.599028642715552,0.4829112511527571
0.40084558824438005,0.4829112511527571
0.3482376202932336,0.4829112511527571
0.8703152219568242,0.4829112511527571
0.19006340223866064,0.4829112511527571
0.6233500433785116,0.4829112511527571
0.6956473087599044,0.4829112511527571
0.5195342045215362,0.4829112511527571
0.08018818048694756,0.4829112511527571
