m,c
0.26459530068523085,0.9001507506611786
0.5750770436986992,0.9001507506611786
0.7623097441537865,0.9001507506611786
0.3978927273217004,0.9001507506611786
0.3337072235116294,0.9001507506611786
0.7725834996455403,0.9001507506611786
0.3737409077995132,0.9001507506611786
0.8037360923431555,0.9001507506611786
0.9676283008364975,0.9001507506611786
0.8606667205947142,0.9001507506611786
0.14465162703732645,0.9001507506611786
0.6839079397406621,0.9001507506611786
0.16375383483304895,0.9001507506611786
